RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0,1000,Surname_0,637,Spain,Male,55,9,145546.87248176534,3,1,0,30831.53971206289,0
1,1001,Surname_1,805,France,Female,88,8,231378.5055147493,3,1,0,41332.65135877873,0
2,1002,Surname_2,430,Spain,Male,68,7,121391.48161691143,3,1,1,32886.235152607944,1
3,1003,Surname_3,793,Spain,Female,33,7,68772.58875851377,2,1,0,96326.49096508206,1
4,1004,Surname_4,629,Germany,Male,78,9,41909.67347338667,1,0,0,108748.65075781605,0
5,1005,Surname_5,513,Germany,Female,48,2,103361.00150892214,1,1,0,57716.29026255624,0
6,1006,Surname_6,600,France,Male,35,3,48389.37725791931,3,0,1,115982.94905095613,0
7,1007,Surname_7,533,France,Female,82,4,159082.6407187364,2,0,0,99228.0375402137,1
8,1008,Surname_8,594,Spain,Female,87,8,31801.971290356167,2,0,0,133214.30830335972,1
9,1009,Surname_9,521,France,Male,77,7,234047.72951908782,1,0,1,19234.006088972987,1
10,1010,Surname_10,780,Germany,Female,68,6,174013.63141036293,2,1,1,191894.84265181533,1
11,1011,Surname_11,544,Germany,Male,79,4,158423.14681464696,3,1,1,41243.43208044637,0
12,1012,Surname_12,605,Germany,Female,60,3,74904.02855611205,2,0,0,67598.58141224558,0
13,1013,Surname_13,416,Germany,Male,20,5,204212.855507622,1,1,1,7253.50033127037,0
14,1014,Surname_14,810,France,Female,44,1,155344.33966897405,2,1,0,110198.57423730391,0
15,1015,Surname_15,776,Spain,Female,33,4,165680.6831194479,2,1,1,186814.22395875034,0
16,1016,Surname_16,432,Spain,Male,55,4,133440.0204246272,2,0,0,32081.517295292746,1
17,1017,Surname_17,511,Germany,Female,70,6,163730.2742864571,3,0,1,9744.218144973393,1
18,1018,Surname_18,463,Spain,Female,29,8,175190.11702532493,3,0,0,37166.811255423236,1
19,1019,Surname_19,573,Spain,Male,86,4,24674.59631200572,1,1,1,118373.37471153203,0
20,1020,Surname_20,805,Germany,Female,25,8,243205.46808646424,2,0,0,142100.74014083113,0
21,1021,Surname_21,779,Spain,Female,60,9,163384.5984767235,1,0,1,59328.68343318363,1
22,1022,Surname_22,761,Germany,Male,70,7,180698.56196831018,2,1,0,63809.42124159551,0
23,1023,Surname_23,422,Spain,Female,21,4,134189.2882357207,2,0,1,74269.18882219955,0
24,1024,Surname_24,464,Spain,Male,33,0,159761.97870492862,1,0,1,176237.46677473412,0
25,1025,Surname_25,629,France,Male,25,1,68838.17970112566,3,1,0,21327.98904972564,1
26,1026,Surname_26,690,France,Male,47,8,78611.01731904638,3,0,1,14273.385474808847,1
27,1027,Surname_27,624,Spain,Male,30,2,64786.51443033032,3,0,1,199785.4249351929,0
28,1028,Surname_28,674,Spain,Female,25,9,240039.60051218336,2,0,1,164722.0898012177,0
29,1029,Surname_29,465,Spain,Male,85,5,73384.84182349425,2,1,1,119663.4625587583,1
30,1030,Surname_30,506,Spain,Female,76,8,132479.20931298428,1,0,1,114628.08068877344,0
31,1031,Surname_31,559,France,Male,84,6,188156.481517086,2,0,1,42432.62413890767,1
32,1032,Surname_32,600,Spain,Male,66,0,4669.305272112345,2,0,1,86518.27885632127,0
33,1033,Surname_33,510,Spain,Female,60,1,177976.11784350744,1,1,1,108539.78073989117,0
34,1034,Surname_34,454,Germany,Male,45,7,156589.9456330883,3,0,0,195692.90581631687,0
35,1035,Surname_35,446,Spain,Female,34,3,76590.97814235577,3,1,1,107958.17950700951,0
36,1036,Surname_36,425,Germany,Female,72,4,14306.732995634591,3,1,0,142865.07560007778,0
37,1037,Surname_37,593,Spain,Female,21,9,33067.57148330608,2,0,0,190907.05151213615,1
38,1038,Surname_38,524,France,Female,61,8,174801.330042768,2,1,1,131091.74914782628,0
