RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0,1000,Surname_0,404,Germany,Male,44,0,157107.16349806584,3,1,1,197434.07296594037,0
1,1001,Surname_1,728,France,Female,63,0,112345.02049341625,3,1,1,96050.67457607308,0
2,1002,Surname_2,724,France,Male,21,1,23849.791596344345,3,0,0,38031.781365931536,1
3,1003,Surname_3,736,Germany,Male,44,1,203812.114597882,1,1,1,58510.687327735395,0
4,1004,Surname_4,679,Spain,Male,81,9,46056.277294963285,2,0,1,87396.8673325567,0
5,1005,Surname_5,451,Spain,Male,68,1,135821.461783656,3,1,1,157219.4837789303,1
6,1006,Surname_6,678,Germany,Male,47,9,186714.73331768706,3,0,1,113779.22807899376,0
7,1007,Surname_7,652,Germany,Female,85,3,103393.62394823776,3,1,0,183245.18827471574,0
8,1008,Surname_8,708,France,Male,40,3,100680.97601776737,1,1,1,105152.20871777636,0
9,1009,Surname_9,823,France,Male,33,7,106070.41303762399,2,0,1,4942.711052324182,0
10,1010,Surname_10,457,Spain,Female,84,3,241578.6959536164,1,0,0,14749.46814835562,1
11,1011,Surname_11,786,Germany,Female,40,6,46591.34819478863,1,0,1,186145.48965143252,1
12,1012,Surname_12,651,France,Male,32,0,108228.91950853736,1,0,0,19513.8630162227,1
13,1013,Surname_13,593,Germany,Female,71,9,88788.37677041005,2,0,1,186951.25739441242,0
14,1014,Surname_14,809,France,Female,78,9,76523.19994744552,3,0,0,193917.48791526325,1
15,1015,Surname_15,565,Germany,Female,61,5,170440.2706105413,2,0,1,49973.57359720842,1
16,1016,Surname_16,765,Germany,Female,66,9,20006.67642550871,2,1,1,193247.616330724,0
17,1017,Surname_17,405,France,Male,32,8,21664.815211230314,1,1,1,127195.4361257139,0
18,1018,Surname_18,763,Spain,Female,32,7,138663.9685680659,1,0,0,170863.63174639907,0
19,1019,Surname_19,763,Spain,Female,38,6,204319.96962311855,1,1,0,57323.81125956933,1
20,1020,Surname_20,795,Germany,Male,40,5,248804.88063231393,3,0,0,184726.2923642167,0
21,1021,Surname_21,725,France,Female,63,5,204965.6927731916,1,0,1,4492.844582270254,1
22,1022,Surname_22,694,France,Male,86,0,88638.73969935127,2,0,1,121934.64889371373,0
23,1023,Surname_23,401,France,Male,82,5,234954.448242978,2,1,0,153382.07035051577,0
24,1024,Surname_24,467,Germany,Male,27,2,139721.67932664507,2,0,0,195530.93391503388,1
25,1025,Surname_25,778,Spain,Female,33,0,140558.79304244876,2,0,0,47117.90588077333,0
26,1026,Surname_26,589,Spain,Male,48,1,145545.85002091012,3,1,0,40789.434801124546,1
27,1027,Surname_27,658,Spain,Female,30,9,37719.38973913547,2,1,0,11106.397444960594,1
28,1028,Surname_28,671,Germany,Male,26,7,114323.81477031467,3,1,0,25256.106318657825,0
29,1029,Surname_29,626,Germany,Female,57,2,170464.57978173046,1,0,1,193836.73319560327,1
30,1030,Surname_30,599,Spain,Female,66,0,99613.11974893868,1,0,1,41441.484822085564,0
31,1031,Surname_31,547,France,Female,57,3,175906.99877756694,1,1,0,52631.1240639878,0
32,1032,Surname_32,591,France,Female,79,8,124620.61375373937,3,1,0,102109.14506915466,1
33,1033,Surname_33,614,Germany,Female,51,2,236955.2360830065,3,0,0,197005.79272295695,1
34,1034,Surname_34,411,Spain,Female,82,9,109659.60175841849,2,0,0,45162.61089782555,1
35,1035,Surname_35,429,Germany,Male,61,8,10368.263287146685,3,0,1,157954.6795910095,1
36,1036,Surname_36,737,Spain,Female,27,3,32525.380272335256,1,0,0,130273.59786686154,0
37,1037,Surname_37,482,Germany,Female,54,8,249325.2739567551,1,1,0,98360.73583581409,0
38,1038,Surname_38,505,Germany,Female,28,4,96268.68582854561,1,0,1,8924.826539790918,0
39,1039,Surname_39,780,Germany,Male,78,3,86982.76250388207,3,0,0,24197.544576934004,0
40,1040,Surname_40,660,France,Male,25,9,40506.77876743689,2,1,1,15386.805459803662,1
41,1041,Surname_41,573,France,Male,35,6,123201.59879526551,3,1,0,31532.041456178,0
42,1042,Surname_42,592,Spain,Female,25,5,243743.11858131693,1,0,1,131776.69172814197,1
43,1043,Surname_43,616,Germany,Female,86,5,152893.55880420384,2,0,0,131431.22604835793,1
44,1044,Surname_44,577,Spain,Female,88,7,200070.5084156115,2,1,1,149740.87544652921,0
45,1045,Surname_45,652,Spain,Male,50,8,41312.48680596797,2,1,1,103213.29618162199,1
46,1046,Surname_46,735,Germany,Female,35,5,183371.75761212854,3,0,0,59773.14557656276,1
47,1047,Surname_47,555,France,Male,73,2,118711.727509177,1,0,1,60558.32590905195,1
48,1048,Surname_48,843,Germany,Male,73,1,211193.85804495926,2,0,0,9104.414302290219,0
49,1049,Surname_49,707,Spain,Female,21,7,218448.57349297524,3,1,0,52050.80287071495,1
50,1050,Surname_50,672,Germany,Female,67,6,237448.61998587564,1,1,1,37432.113399664195,1
51,1051,Surname_51,559,France,Female,20,8,112291.62758930908,3,1,0,124189.58714150879,1
52,1052,Surname_52,464,Spain,Male,33,4,129917.73387798353,3,0,1,79647.65997986504,0
53,1053,Surname_53,565,Spain,Female,72,0,238821.1017997217,1,1,1,10467.225521522902,0
54,1054,Surname_54,597,Spain,Male,18,1,62462.64177388583,3,1,0,45391.73804502212,1
55,1055,Surname_55,601,Germany,Female,31,1,110799.31110779686,1,1,1,145046.04101605702,1
56,1056,Surname_56,702,Germany,Female,59,2,164829.20466418943,1,0,1,108826.33503288758,1
57,1057,Surname_57,840,France,Male,28,4,231552.3685770112,1,1,1,9514.187928005125,0
58,1058,Surname_58,420,Germany,Male,38,8,9793.351198642858,1,0,0,88325.18702287386,1
59,1059,Surname_59,775,Germany,Female,75,1,58324.59081418981,1,1,1,81059.48727901294,1
60,1060,Surname_60,444,Spain,Female,60,3,128669.93054531164,1,0,0,84634.28477778107,1
61,1061,Surname_61,533,France,Female,32,4,235907.23747558525,2,0,1,125024.45978004992,1
62,1062,Surname_62,419,Spain,Male,78,3,195956.36398155743,3,0,0,113645.16216709635,0
63,1063,Surname_63,830,Germany,Male,83,7,58238.50424341015,1,0,0,19183.92613891593,0
64,1064,Surname_64,644,Germany,Female,75,5,27372.85766676781,3,1,0,171621.30468551713,0
