Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
0,62,7,54468.80241053047,1875.4189174787882,44,1,0,0
1,22,4,50125.290683297935,4198.4002823861765,6,1,3,1
2,23,5,145206.89656082424,363.10917776043385,12,6,2,0
3,29,9,71529.0794948093,2809.225193088707,7,6,0,1
4,56,1,128490.10342319959,2383.554309529646,48,0,4,0
5,32,2,118314.54477354823,2970.3408484990823,14,8,0,1
6,41,5,141370.89421461988,963.9777750380105,12,8,2,1
7,51,2,127327.41572323503,473.81740132102647,24,6,1,0
8,47,1,22337.11873637208,120.26643577700504,32,8,0,1
9,54,8,47731.660543367194,1516.1947119714264,1,7,2,0
10,19,8,74239.55391980446,3348.023483733443,38,0,4,1
11,65,5,117433.43162955239,819.9091310452192,33,2,3,1
12,37,9,68277.07441868247,1235.9101862578825,32,4,3,0
13,69,9,105540.13796844726,642.1514461130778,12,1,1,0
14,28,6,48851.31353135372,1591.547158404261,1,7,1,0
15,25,4,68859.86107686459,4321.515904274284,31,0,1,0
16,55,4,33229.3960831477,2745.14269860136,19,9,3,0
17,46,9,74914.00148768554,3309.2633545200974,20,8,4,1
18,43,6,126897.0815049277,2185.198399869129,7,9,0,0
19,56,6,110526.67306223413,3702.1400127882885,17,0,0,1
20,45,7,80322.94256273904,3775.519325052783,24,6,0,1
21,51,5,119018.9741732099,1590.379510885382,41,8,4,0
22,38,7,68441.72044835743,3073.2071657693846,38,5,4,1
23,61,6,82484.53573571402,1925.3890012833797,16,6,0,1
24,53,7,149496.9408437236,470.9223421446283,47,0,1,1
25,64,1,66945.84102411664,4331.6435440899995,28,7,1,0
26,32,7,77421.20482655155,1510.8326699383772,29,2,3,1
27,55,6,66750.68485306305,4876.694055527542,3,3,1,1
28,45,8,28657.92874937325,4225.123255973464,25,7,4,1
29,31,3,110944.69468690908,2572.2525079740203,33,2,0,1
30,60,6,102022.02431373522,1117.7273320397742,37,0,4,1
31,40,2,97808.92599353935,3457.3383101324825,43,2,4,0
32,66,2,132854.87739250192,4986.8898700081445,38,2,3,0
33,31,7,70707.9833714925,465.2308398089854,49,0,4,1
34,21,3,112323.33508694597,752.5161775094025,48,5,4,1
35,25,2,95290.63818403792,3177.55793814551,32,8,1,1
36,56,4,119189.7985791767,3755.6522282141977,33,2,0,0
37,30,8,101368.08496414911,3312.8525884887254,14,3,4,1
38,24,4,66120.18300721765,4737.685295797005,39,6,2,1
39,60,5,106498.3005022827,2985.2149612484986,36,9,3,0
40,36,9,130585.58161507246,2417.0746353446516,18,8,4,1
41,50,6,95001.62083025285,4093.1822709752273,38,2,0,0
42,57,2,94521.7824373571,343.0188357857678,25,6,0,0
43,35,8,44271.35043140275,2198.5385551817517,24,5,2,1
44,33,5,95298.5105171774,2949.1932986752795,18,9,3,0
45,56,3,41235.4426302112,4142.578240464703,25,4,3,1
46,36,2,40888.06887811128,3523.6123809510623,46,5,1,1
47,41,2,67930.63115508859,425.4803662914602,6,0,4,0
48,69,1,129583.75257020541,1263.7772164432752,28,8,2,1
49,68,5,56405.09870975458,2868.702967580889,5,2,4,0
50,61,3,54292.775647449314,2561.194440020458,38,3,0,1
51,21,8,68619.01604676968,2215.1473133495556,25,5,2,1
52,57,6,47981.42145485857,4495.532755692435,18,6,0,1
53,57,7,31984.56316132837,989.0525839255891,2,8,1,0
54,35,5,44588.77487360489,2927.0337091350366,12,8,4,0
55,23,6,133913.3044869463,1118.7721803481245,30,1,1,1
56,48,8,113425.55905577146,1248.065638800591,15,3,3,0
57,28,4,51550.74763178866,4121.454101080794,27,6,4,1
58,32,8,40463.0260663642,2897.0143089434846,31,7,1,0
59,66,4,65034.455878671906,4048.6760207938787,30,1,1,1
60,62,9,66521.48581691983,4325.276789340422,8,8,3,1
61,29,7,112909.10826864826,832.6654555432998,32,2,3,1
62,50,6,80989.24501837991,2497.3713916339543,29,9,2,1
63,35,3,54883.478349207595,4736.442085146244,23,9,2,1
64,23,1,91727.72174131013,3019.8088224914673,36,3,4,0
65,26,6,148430.9076620033,650.7241838985547,32,6,2,1
66,66,1,28177.478593669577,2064.325416057094,7,4,0,1
67,23,6,33800.51825311497,3890.0006770765494,11,8,2,0
68,20,1,78728.9685787278,1450.2647600564508,32,8,2,0
69,57,2,30296.05806013206,4121.7047446387305,25,2,0,0
70,52,5,92567.30884860785,1020.2974755839846,5,9,4,0
71,22,8,101314.4840590931,4901.97586595263,46,8,4,1
72,59,9,25167.824615351623,1052.8364298861566,45,5,1,1
73,66,1,42986.98397683547,2884.113094635935,4,3,0,0
74,61,4,85613.87996475401,1850.0961080131108,48,0,0,0
75,34,5,80093.93834048868,611.9740696124647,4,9,4,1
76,68,2,69783.68543154039,3997.8425388797727,37,5,0,0
77,38,5,109971.02269921852,2181.97742581903,9,1,4,1
78,58,4,104416.8599059142,3260.708048188963,31,1,1,0
79,62,5,113888.43995929863,4555.1101088061605,5,0,3,0
80,55,5,84517.31140907654,1457.498819237161,18,7,2,0
81,67,7,73406.34085000528,3760.3143869174996,35,1,2,0
82,43,5,56935.99304338264,1610.862060994375,47,6,3,1
83,51,7,25438.795558958187,3929.7784898290142,7,8,1,1
84,36,9,72628.32878165125,689.574384259421,16,0,2,1
85,52,6,132837.54029830388,2117.6426357541723,36,6,2,1
86,31,8,59858.429647907615,2561.6469695650353,32,9,4,1
87,21,8,52165.648648927614,3777.2175678908648,19,6,1,0
88,59,2,84265.31497440199,1398.9435123640496,19,5,0,1
89,55,3,122722.8796132689,4143.484507723373,10,5,1,1
90,50,4,81419.26484655828,3653.770342011147,14,9,1,0
91,69,8,60205.13607282608,1521.512575100178,29,6,3,1
92,49,2,50962.035107778385,2695.2559485476813,18,3,1,0
93,24,2,114883.62011143408,1213.1082502675497,43,6,0,1
94,28,9,72404.3588034969,620.9135630661657,40,0,3,1
95,47,4,94325.766180182,2149.2485981777286,47,6,2,0
96,62,4,144747.1833037477,339.98655769809017,8,9,1,0
97,54,3,55254.12918751846,3884.9081826872166,7,7,1,1
98,28,7,146298.99418922717,3455.9053036976725,7,6,3,1
99,35,6,146192.43841438805,4347.614770026038,6,2,2,0
