Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
0,33,8,86425.86245217474,4145.502064796921,12,3,4,1
1,21,9,122133.62600542032,4838.842761201344,43,9,2,0
2,39,8,62720.71407759335,4979.824330952044,9,7,2,1
3,65,8,119027.3509018725,2875.981014627722,44,8,0,1
4,46,8,80554.61751029255,3137.124433908214,46,8,3,1
5,23,3,131054.2262657355,100.53573748629891,12,5,4,0
6,39,7,20480.7779188242,2528.965379035199,11,9,0,0
7,29,8,121104.83857576919,3497.812229189126,4,2,0,0
8,40,4,87526.18158674057,401.7176385378479,47,1,3,1
9,69,3,132088.3852556529,3988.676009534152,7,5,3,1
10,61,7,57358.95011257644,3496.880040593348,16,7,4,1
11,34,7,77934.26975042216,1085.647843457974,15,0,1,1
12,55,7,92149.00532303481,430.2766445001751,3,4,3,0
13,48,4,99143.85105595077,3197.9792439724797,46,6,3,0
14,45,1,96467.72305420319,4736.098740281404,10,9,3,0
15,43,3,41800.276113858396,4660.011857063767,47,7,2,0
16,64,7,50519.03663796991,3906.394124243024,36,8,0,1
17,25,5,98503.5501289828,1955.793326894648,28,4,4,0
18,51,8,63352.0366816024,2226.7508932489955,2,8,4,1
19,69,7,121477.99563740856,1127.4593333740786,24,7,3,0
20,42,3,83919.18264075735,2504.122783934767,26,8,3,0
21,64,1,131044.66325977989,2884.423084691974,14,8,3,1
22,45,5,70985.3298237379,513.7077291842561,39,6,0,0
23,30,9,46213.017183330754,4764.9958580146695,46,2,2,1
24,44,7,145029.54261086523,778.2762224250763,20,4,0,0
25,68,6,61353.443415511596,3396.206430034161,47,9,2,1
26,36,9,138852.57176677947,3569.740166902229,44,3,2,1
27,64,9,97979.53826670637,339.7384392722845,33,1,1,1
28,43,4,30371.983250440284,3976.8617210736024,22,7,3,1
29,31,5,46081.31165145569,293.50212987777246,41,4,3,1
30,38,6,107824.49302828217,2859.8292758701323,19,4,0,1
31,24,5,86819.97433189621,481.93692182208497,14,3,0,0
32,44,7,97218.53523485674,2404.451725672129,19,7,3,0
33,37,9,100933.45936743465,2946.694135476017,28,7,2,1
34,43,1,128487.11964634684,257.5176045685715,33,8,4,1
35,57,4,87514.59100914672,4760.941775520117,39,4,1,1
36,22,3,105264.08958072963,3110.420778082636,37,2,2,1
37,20,2,75673.16417295526,3570.59916207834,37,1,1,1
38,56,3,126036.95152642766,1055.8813908041293,1,0,0,1
39,37,7,107332.87931437025,1943.3646499430097,27,1,2,0
40,28,7,132269.17080238622,1173.2795893089526,30,8,2,0
41,56,8,100933.6228012773,1251.2717540291928,16,3,3,0
42,66,9,125892.5770873246,1754.198861192727,17,5,3,1
43,45,1,83528.78410053789,2387.221434286268,21,6,3,1
44,47,2,42162.32450524752,3040.931784034819,28,1,2,1
45,49,9,146300.61501237832,3789.300449766291,32,7,0,0
46,20,4,33895.99589779316,274.5501071652227,18,1,1,1
47,40,2,85492.43833042958,1224.6195766770684,39,9,4,1
48,43,5,83451.84277326595,126.23663067810635,31,5,3,1
49,48,8,129346.02991894538,4358.672708827075,49,7,4,1
50,58,6,62515.061718121586,2823.283036062148,41,5,2,0
51,32,2,81345.10619522442,1905.821521958589,19,1,4,0
52,56,5,146640.98981768277,529.642224888717,46,8,0,1
53,61,3,54831.92733540933,803.0703187093343,14,1,1,1
54,41,7,60171.38667737227,1827.5138857378174,38,6,2,0
55,59,3,97250.34101614289,2702.7102008940187,25,2,0,1
56,22,2,129533.71696667068,1006.2998462784025,23,0,3,1
57,33,4,67377.86014155913,490.48618555086745,41,7,1,1
58,64,4,141674.77353352023,2256.911267262077,43,5,0,1
59,69,5,40509.669047643096,1765.6698597628983,31,0,4,0
60,36,4,59432.70438090722,4835.178534858031,32,0,1,1
61,40,4,144860.34844224347,2226.2846591187813,45,2,1,1
62,55,8,96816.23292687653,2093.9247887415404,24,0,2,1
63,55,8,128638.7289517075,4905.007507684478,30,5,2,1
64,40,8,51316.771010423916,3234.8357355112535,30,2,4,1
65,52,8,144864.66013352876,774.8489682512192,18,4,1,0
66,42,6,27737.4814889018,2993.3566845586865,41,5,4,0
67,69,3,83411.6523805174,1116.675537873931,9,6,1,1
68,49,3,131924.12604068505,3181.7665483985447,1,4,3,1
69,52,6,107761.67243719223,3961.22222938531,15,6,4,0
70,45,5,36509.5620628872,875.6957404004304,48,1,3,1
71,65,1,84361.69557824288,4798.816788955724,43,2,4,1
72,57,5,133221.0826885468,425.32060648532774,8,4,2,1
73,27,2,50974.38730289256,4584.063697759913,24,7,1,1
74,43,2,22900.956468288336,2884.807467243406,23,7,1,0
75,57,3,55313.40386707587,201.53437311361182,24,8,4,1
76,61,6,64454.16805233928,1127.6954815879096,7,6,4,1
77,44,5,104897.40690181346,1590.0028028964214,35,2,4,0
78,34,4,26485.084131286036,649.5906576256322,27,7,4,1
79,45,6,100957.89800125547,3124.3529154352605,1,0,2,0
80,52,3,116143.61109270953,1514.9757812915432,36,4,3,1
81,29,3,87371.58480790768,617.0421920218323,28,7,1,0
82,46,8,22086.311059586333,3975.604696836371,25,7,4,1
83,28,6,149481.85480411383,914.0416627714511,17,6,4,1
84,21,5,138193.9190485701,4536.627902178098,14,6,0,0
85,67,2,136165.3945125083,1464.8455420840112,8,9,1,0
86,49,8,89032.57334192729,706.0168204398176,16,6,0,1
87,23,1,81443.04451498743,131.73291752541382,13,2,3,0
88,62,6,97533.05647239905,3828.140057425636,20,8,3,0
89,68,7,42491.24664225473,3487.767151566256,37,8,1,0
90,59,5,116690.59852097486,1708.2039558480808,17,4,3,1
91,42,1,79243.26402936122,3319.384013293826,5,6,2,1
92,18,9,130598.69268218626,1566.08070206339,29,5,0,1
93,22,9,56919.59888534903,423.93331850272966,37,8,0,1
94,53,8,100341.34192920168,3436.9198440439673,5,3,2,0
95,31,3,92033.21318598904,1363.7525927571094,1,7,3,1
96,45,3,68518.06620034763,654.1413103158159,36,7,4,0
97,22,8,29737.751528585184,2184.33819139886,30,6,0,0
98,44,7,131562.73085329216,2506.4753940041737,24,2,4,0
99,66,3,38513.16931548323,125.58852945931677,46,4,1,1
