Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
0,33,2,100907.72438029102,2994.079636184579,9,7,2,0
1,34,1,128397.76213210006,4253.303235772174,23,7,4,1
2,23,4,128136.72126995817,1719.4106843039217,16,4,4,1
3,59,7,102615.95660891036,4923.512055389111,42,2,3,0
4,30,6,63234.08791094987,692.8205340830167,12,2,0,1
5,54,6,30696.82243914547,1790.341012934842,6,1,3,1
6,43,4,38110.66473911837,1576.380832872709,24,3,4,0
7,53,9,68006.57648915892,469.4443431253196,6,8,3,0
8,65,6,107167.88362226258,3270.90870899356,47,4,0,0
9,49,9,55647.78883327026,1620.0887391309948,33,9,4,0
10,64,8,71335.74724855025,4515.478579807847,15,0,1,1
11,39,5,124344.52935088196,482.1127846752947,36,1,1,0
12,21,9,137293.8551115182,715.5838779451929,2,3,3,1
13,44,5,33262.12116512458,1596.2939229699523,1,8,3,0
14,37,8,62841.70968833608,3700.0546770916594,43,4,2,0
15,34,4,81673.54721132827,4473.260366884267,26,7,1,0
16,43,4,59260.44278536186,1332.8916821786574,14,6,4,0
17,56,8,94901.98822675171,3921.031603296387,3,7,0,0
18,49,7,22470.83546800699,3594.6347422070066,5,6,1,1
19,32,1,94094.45109256472,1765.2623059960304,31,5,0,0
20,58,7,69701.23916341102,1718.9345026055425,17,4,4,1
21,49,1,119287.58489596304,1683.5752251221772,12,4,1,1
22,19,5,52784.13178820017,4539.619356161295,40,0,4,1
23,55,3,128048.85636210242,4525.089930707031,3,7,3,1
24,38,8,139749.46058731017,4646.302137530969,28,1,4,1
25,28,3,22838.286230595175,3358.133397918491,22,7,1,0
26,23,8,96026.67790198856,947.2422640321073,24,6,2,0
27,54,3,29797.78304983291,686.219000275063,4,3,1,1
28,22,4,96997.98473840326,246.51976453873039,26,1,3,0
29,54,5,119577.06507406267,265.8426577009522,8,8,1,1
30,55,1,123409.31965643549,1392.472600360779,24,8,4,0
31,50,9,102827.3506779963,2130.015349441654,25,8,2,1
32,55,7,61288.64879984654,2678.356348977641,28,3,2,1
33,52,3,131231.45895335084,3374.389422434277,2,8,2,1
34,28,6,72182.85418847809,2460.5599427760935,7,1,2,1
35,42,3,83734.29503403406,4065.343916095579,43,0,3,1
36,31,8,79855.30723896746,2286.222330143795,9,7,2,1
