Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
0,66,8,147459.79728509265,1840.9139701330096,27,2,0,1
1,33,7,36253.50102812199,142.25556292277145,23,9,2,0
2,37,9,52990.00993312722,2723.349063491712,19,4,3,1
3,52,8,50668.83772753642,817.4246972964853,37,4,1,1
4,43,8,44666.03947553683,3556.3628308328757,12,3,2,0
5,54,8,20247.89926649112,1871.8632377468402,35,9,2,1
6,63,5,57722.21255187635,160.00403535388057,3,3,1,0
7,67,9,34830.77180736886,3637.4501453840453,6,0,4,1
8,58,2,76996.50848949156,3632.6615712051366,34,5,1,1
9,68,9,59393.181488090166,499.2466629254076,43,1,1,0
10,63,2,25793.47640146404,4978.162815062977,28,4,4,1
11,61,6,118334.22532652837,2027.5400295814554,33,5,4,0
12,33,8,92480.15282001223,2961.6445706776462,34,1,3,0
13,50,3,72418.425407676,519.9122908474524,26,9,0,1
14,33,5,116321.4701135189,251.4371523788527,3,2,0,0
15,43,9,75796.37611477409,2214.562029738166,8,6,2,1
16,61,2,44430.61795797112,4758.609626481365,20,5,2,0
17,26,1,23263.613595569528,2647.252323768865,33,9,1,0
18,68,1,124244.94572011121,3621.563121038082,37,7,3,0
19,23,4,75429.87585250095,4654.321919377177,37,4,3,0
20,64,5,90563.55783781025,2874.5348702825504,29,1,2,1
21,26,1,113920.07232051015,4591.139446503281,2,1,0,1
22,38,4,42626.021131660906,4993.904940410264,34,6,3,1
23,21,6,73872.76565976295,2435.0506267561195,37,6,2,0
24,28,8,78834.35915151029,2058.8724250254136,19,4,3,0
25,43,8,138471.47458204962,4524.06127518961,22,4,0,1
26,53,6,44159.12892162289,1371.9403715436135,11,3,2,1
27,28,8,88635.93199633397,235.62765341615352,7,2,4,0
28,54,9,127021.61343510056,425.4885291118268,14,2,3,0
29,23,5,86317.26989683634,1290.252448456606,12,1,2,0
30,49,2,73303.95428254284,1710.3104776382697,38,2,2,1
31,52,6,92286.81806835264,3567.3995262613084,30,8,3,0
32,62,1,134187.4979944963,1384.306677133525,45,0,3,1
33,64,2,103241.45167024036,2910.011253837245,28,9,0,0
34,66,1,143886.60222925025,2226.8193562970337,38,8,2,0
35,19,7,31114.991491640107,2513.598870275921,11,4,0,1
36,30,5,23654.13522907139,3401.942610423329,29,9,0,0
37,51,9,97730.58417117775,262.7742366035201,35,5,2,0
38,50,4,42642.798673781115,4136.886009811862,24,6,0,0
39,58,2,62391.78702319302,4542.512697739821,43,7,1,0
40,58,4,79497.6718202265,3772.1431238617915,48,3,4,1
41,22,2,122643.90469475859,139.62250439112424,23,1,2,0
42,35,1,63061.07995184161,846.1860334946907,38,5,0,1
43,26,1,36304.68140979914,3920.384214879592,32,0,2,1
44,61,8,76917.23752312333,2926.4686777869606,41,7,2,0
45,63,7,89098.2867447705,3208.8652573443064,38,4,0,0
46,39,7,29445.63929685812,3794.0052963695402,17,3,2,1
47,54,4,106110.34462992092,202.115749562529,40,1,1,0
48,68,8,105588.11506399282,2009.9762884408235,40,8,2,0
49,49,2,123409.55705049176,1031.5716617675166,46,7,2,0
50,60,7,76364.154808249,4580.613012418671,46,3,3,1
51,28,4,75102.6924058723,2266.366079696605,14,0,3,0
52,49,7,89202.99758455649,2155.44495779256,23,8,3,1
53,40,8,68871.86378173804,3577.758425058264,42,2,3,1
54,69,5,94187.80039013374,4591.037151188815,26,8,0,1
55,64,6,45369.82050523245,1419.6388351586445,3,2,0,0
56,53,1,129559.75413608782,3477.384966214225,10,9,4,1
57,20,9,90782.53760370448,1768.4848861228293,23,6,2,0
58,40,2,125549.04206088615,688.8428048896759,33,4,1,0
59,61,9,80975.84986535233,2529.2597942630573,31,8,2,0
60,61,2,59009.10868824296,449.492777616231,29,4,2,1
61,62,9,50203.09448877454,1861.9825686054467,32,0,3,1
62,45,9,40841.90139979007,3459.6741387037164,9,4,0,0
63,56,2,143718.4235513297,533.521763861741,14,5,0,0
64,50,9,82950.02274067384,2731.5246740886005,47,3,1,1
65,64,9,146097.4690993649,1764.922247022379,40,7,4,0
66,19,4,113288.85283249275,3167.726758078424,18,8,3,0
67,20,4,25728.68001868134,1210.6665009511958,5,9,1,0
68,43,5,146463.86651027855,4505.112112408269,10,3,0,0
69,69,9,148837.4244882607,1439.1472750790003,21,5,1,0
70,62,5,141823.72853820067,3074.7680972660496,27,5,0,1
71,20,2,66960.57593790871,2128.24920041545,18,5,4,0
72,42,6,61448.1659167145,2781.9804227808986,24,0,4,0
73,69,9,144590.00148841145,1779.9835173039835,19,4,3,1
74,31,3,144084.28941319304,2445.7243862089103,40,7,4,0
75,26,9,106480.96453475638,157.35752791203916,15,7,4,0
76,20,5,64093.52190846481,4502.166563198259,1,0,0,0
77,25,8,85910.60483388316,316.4628609993643,21,2,4,1
78,68,1,36372.1971115874,4220.661024647409,37,1,0,0
79,38,2,35634.553535189516,2180.3375403603377,11,8,0,1
80,53,2,23456.608201625317,3228.5485425803795,30,4,1,0
81,50,2,86169.48119985075,760.2887737270553,43,1,4,0
82,20,9,133854.88869540946,1968.269209853351,12,1,2,0
83,56,8,57693.19189425696,2579.102434989857,49,0,3,1
84,58,3,136675.7626467495,3055.320607170167,28,7,3,0
85,45,3,91536.93337770467,4755.645365759448,38,8,2,1
86,29,9,133871.688047436,4317.234346319369,9,9,0,0
87,20,6,119517.79402024102,3175.3303329418545,19,7,4,1
88,29,2,134493.88039695373,3053.853923085982,34,4,2,1
89,53,9,116918.51617696298,3160.6455316411434,8,0,2,0
90,63,9,122882.01583698428,2078.357338948068,23,8,1,1
91,28,5,139393.32691306615,3716.9420730068314,19,0,1,1
92,58,5,67266.35914842189,2232.157358070926,4,0,1,1
93,49,6,124558.26970705841,2848.561331450527,48,8,4,0
94,47,2,94445.71116293498,733.3147016057429,14,9,2,1
95,22,7,99431.01115482807,1896.8520674897754,34,2,4,0
96,66,2,28127.79248433664,1264.8830711749733,3,3,0,0
97,20,6,97554.82988304523,1320.359409456413,47,5,0,0
98,58,6,23669.59091598397,3114.547443128674,21,3,4,1
99,32,4,55722.318405038204,153.66723054314042,46,6,1,0
