Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
0,64,4,30116.12869616014,2449.2463117719826,12,7,3,0
1,20,5,46705.4972638957,151.14246087516295,26,1,1,1
2,24,5,101648.22458380026,1696.3207590969898,46,9,3,1
3,54,6,134829.2680046145,3667.3610776518713,2,0,4,0
4,52,4,51151.69910019542,3004.458274671404,14,6,2,1
5,55,3,144589.77379731965,3099.76998969238,18,4,3,0
6,66,9,119815.60219736522,1696.9353915526895,26,6,3,1
7,49,1,61798.876679362715,2180.6484215950004,5,3,1,0
8,62,9,88154.91158586227,706.7604715605526,10,3,3,1
9,38,3,92524.93606226979,4451.400044850106,2,9,3,0
10,39,5,68153.4072474341,1756.589103256211,43,2,4,1
11,42,8,93024.75437863459,4963.219143218336,34,6,2,1
12,24,8,78322.48835640604,1204.6502928290836,14,8,2,0
13,62,8,122107.40412250455,3794.967238601847,30,8,3,1
14,52,4,50536.313251136475,1569.2808277648726,3,7,1,0
15,51,3,83616.66426263537,2743.7665335724564,22,6,1,0
16,66,9,141979.33748477645,1146.6568035437933,40,1,0,0
17,63,1,113725.30778159562,4384.539781660988,22,8,3,0
18,54,6,83743.78604312139,2327.11224124383,22,3,4,0
19,53,6,69666.45288341145,3853.6095296644044,30,4,1,0
20,26,3,29231.311205341925,483.96748727441764,24,4,4,0
21,29,3,52202.859865516744,3572.5083670348986,25,7,4,0
22,23,7,123868.92586177685,1903.3269380460656,19,9,0,0
23,18,9,57696.76085187105,832.5231979759396,28,2,4,1
24,65,4,120962.72114896153,821.3121120807248,19,6,0,0
25,55,1,68173.0839354519,2036.098040532933,33,5,0,0
26,63,7,90456.46095488199,204.22549867243688,18,8,3,1
27,27,1,84308.29535505513,4374.138423505664,40,9,2,1
28,31,5,56207.69205879884,365.85881542212553,18,1,3,1
29,24,7,37736.85491408306,839.3291764393688,47,2,4,1
30,41,1,52632.17967910529,1370.9015337873175,37,0,1,1
31,55,3,42530.30695850236,3744.2714248006555,37,3,1,1
32,56,6,103856.45296495546,4939.748785837196,3,3,4,1
33,52,4,84479.23850691912,1560.2758385935479,40,8,4,1
34,64,6,36576.21686364227,2880.1429470280386,31,7,3,0
35,40,7,78289.38570439708,1885.3068466087752,12,8,1,0
36,53,3,107611.24136554528,396.3304654965012,34,9,2,0
37,46,6,54292.05024357396,2609.825197551746,27,4,3,0
38,24,5,91449.90055975041,4573.411911378793,48,8,1,0
39,21,7,59281.80175168336,3864.21213889137,23,7,0,1
40,42,8,135445.1134731118,4316.099495586904,9,9,4,0
41,63,1,21872.73850576151,4892.605969150842,26,6,2,0
42,52,8,45066.2062127581,3240.9632385280947,31,6,1,1
43,59,2,129566.2984327365,4855.690341139435,19,6,0,0
44,34,6,102917.06354241146,2149.7240105835344,6,5,0,0
45,57,6,97573.31195413321,3785.237472243733,32,8,1,1
46,31,4,130935.04009094999,1257.1143637539456,37,6,2,1
47,40,7,106344.9401347326,3009.3754721934943,17,7,0,0
48,64,7,108493.31146314718,195.16665532447638,18,4,2,1
