Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
0,63,7,136875.63969635376,3352.7629053308942,9,5,2,1
1,67,3,91950.89412959623,2841.186187227068,1,9,1,1
2,30,5,69667.21206659728,2535.2044153647007,10,4,4,1
3,57,2,123263.49487662497,2502.0876487824353,35,5,1,0
4,30,3,123962.98590595105,1241.105016106889,44,6,4,0
5,51,9,120103.32641890788,3514.757107407336,9,5,4,0
6,65,9,55153.760850837905,4286.141437823747,47,8,2,1
7,59,8,147546.44412631495,3256.953926965814,48,1,4,1
8,34,1,132620.38355468656,2919.3059325539784,1,4,2,1
9,67,4,24783.49150002432,1492.8822320000515,18,8,0,0
10,46,4,140278.27210302674,4009.7115948581422,14,5,2,0
11,25,4,45741.30888795377,1365.2476401876847,6,8,0,1
12,41,3,113129.11212729056,3416.5912447033115,7,2,0,0
13,53,9,23296.82566155256,3291.8167945985824,38,3,3,0
14,55,9,143783.94844677183,3955.43029087477,7,3,4,0
15,66,7,47912.48139634587,3108.065552592887,12,6,0,1
16,49,1,35961.18305552166,750.8620502195128,15,7,0,1
17,22,8,120099.35235911408,4076.0409510008353,35,3,0,1
18,28,1,132196.37902834965,4243.59008189452,47,6,3,0
19,37,8,149762.44162377558,2656.60740553897,3,6,1,1
20,39,9,121744.73465387187,2073.361874071372,39,4,3,0
21,45,2,59351.52606427581,2655.6520111486016,21,9,1,0
22,58,9,120873.6159202908,803.7132626228317,45,5,1,0
23,42,1,128171.34072044583,664.0782121252691,29,7,1,0
24,29,5,57778.672743421026,1282.1032564626175,48,1,1,0
25,44,9,74599.69447003107,4813.0507428067585,5,5,3,1
26,29,2,115022.21606254201,2394.8372647349515,1,3,2,0
27,21,1,28127.3319166388,336.17780879269645,2,2,2,0
28,41,9,74974.88524765911,132.31843403125708,32,2,2,1
29,20,1,24348.137909286932,2045.442772091941,13,5,2,0
30,41,4,128946.39579741721,2056.330865951955,18,2,0,1
31,47,7,85180.42131267826,1394.9189520999018,28,0,4,1
32,40,8,20909.766405557755,3973.208219761615,49,1,4,1
33,46,5,148010.0953007684,3017.2166570275,25,3,2,1
34,56,8,142879.04495028144,1436.8990783801719,39,8,2,0
35,29,9,62630.460657032934,1186.5406362558997,18,6,4,0
36,45,8,120403.0433799828,4622.962905631095,34,1,2,0
37,23,4,86811.17690291314,2196.253068284953,24,7,4,0
38,21,4,27870.518655087166,3517.8281931795195,21,2,4,1
39,38,6,126407.56752684734,117.30422519252564,33,1,1,0
40,66,1,121087.08559389159,3181.9479922970186,42,7,1,0
41,18,2,128742.56795930053,3973.951255524961,34,2,4,0
42,41,6,52756.37518371797,1257.588265079748,34,0,4,1
43,65,3,54915.9780501048,316.842876879776,23,7,1,1
44,64,4,82821.75495984839,3547.345121741159,3,7,0,0
45,28,6,144133.78436199948,4252.303204494839,19,9,0,0
46,51,8,38393.07029093469,4054.843284597089,2,1,2,0
47,19,6,38785.40162361403,1776.1330141007948,17,1,4,1
48,35,3,135954.5072570496,400.33018598852516,23,4,2,0
49,54,2,117958.32696340577,3637.821964772313,25,0,1,1
50,32,2,45866.88637369407,2592.1771800568677,47,1,4,0
51,60,9,42125.04215211715,1130.9700341015264,8,1,2,1
52,64,6,111342.48064287484,4206.864952877747,7,7,4,0
53,44,1,85269.88268586516,3879.2414824687835,7,0,4,1
54,41,7,91793.02070012777,1423.500353685106,25,2,4,1
55,34,7,124817.44299318825,1281.5754990737923,34,0,4,1
56,18,9,140751.94960275746,4809.831166501424,3,2,3,0
57,54,4,114364.29774726417,500.7308880357479,11,0,0,1
58,32,3,100056.36571665351,1662.147073026333,47,9,2,0
59,23,4,120951.47161527284,2289.984036023484,5,1,3,0
60,43,7,148626.66632937174,384.7611200158707,31,5,4,1
61,47,2,61650.89432439977,3265.4160471318005,42,2,2,0
62,64,4,45561.132968609665,1275.2997839600457,4,1,2,1
63,19,8,64195.99939342026,690.5569510282272,40,1,3,1
64,60,5,24042.795108211,4523.761660460687,47,1,3,1
65,24,4,138862.50837119226,4140.738993567831,39,3,0,1
66,61,4,56054.103751141185,1950.9575818345984,12,7,4,0
67,49,9,143621.04458640178,1172.687005627958,36,4,1,1
68,68,7,141056.4012340921,2068.169430535586,19,7,2,1
69,68,9,120534.24615298628,450.65298154518297,15,1,1,1
70,39,9,111198.37435594265,621.8279483168623,6,4,1,0
71,32,9,33905.71390001084,124.77357887743291,6,2,0,1
72,26,9,131388.20421413385,2569.4709889585442,49,3,1,1
73,62,9,84300.10128648256,3720.6625277131843,48,4,3,0
74,26,7,39877.80702810988,2856.0023575230316,40,4,1,1
75,30,9,93086.7736281754,762.2599443640595,45,6,3,0
